fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Aug,27,RAJASTHAN,2725,RAJSAMAND,6231741,206.762448193384,37,808,1268.955033964,1155,0,8858,4638645,894965,65367,715524,61402,142.78683,11002.717828964,123850,133332,199187,368252,117,249295,452879,10013,9590.975965,3983164,28,23.1,63.35,99.99,NA
2024-2025,Aug,27,RAJASTHAN,2706,ALWAR,2287641,229.276947951357,23,327,657.8390036,1269,13,9465,1594470,562841,105244,233089,56764,102.61288,4416.2040356,68467,76537,196653,364132,15,322705,583606,10734,3655.752152,1228488,32,9.41,62.69,100.04,NA
2024-2025,Aug,27,RAJASTHAN,2711,DAUSA,1828161,205.394393239237,24,148,380.647040056,748,6,6829,1050414,250114,49648,328573,71636,82.74155,2620.880051856,43335,48875,123704,230599,3,215803,386881,7577,2157.4914618,878218,53,19.46,63.34,99.87,NA
2024-2025,Aug,27,RAJASTHAN,2716,JAISALMER,2672931,235.738538762912,50,349,3850.370434354,3228,0,19713,5260789,880926,40062,325156,15623,113.70235,16365.779900354,104941,143652,146045,259751,115,165073,292303,22941,12401.707116,3477887,32,20.88,60.76,99.82,NA
2024-2025,Aug,27,RAJASTHAN,2720,PALI,5877674,184.337647351422,32,396,1083.48824975,2694,2,9815,4849054,1131305,138359,590377,56746,203.99189,10226.11220215,147208,158531,275277,602624,70,401549,864722,12509,8938.6320624,4093432,35,14.9,47.39,99.95,NA
2024-2025,Aug,27,RAJASTHAN,2728,BANSWARA,12534987,215.144446530709,35,2676,4454.959325967,5543,2,37593,9491177,363922,29552,7670753,625926,433.74861,25308.448161867,263892,386697,383591,767414,5062,426737,843538,43136,20419.7402259,5702935,53,52.2,26.53,99.98,NA
2024-2025,Aug,27,RAJASTHAN,2730,KOTA,3365207,202.202029748666,37,458,235.166758408,1014,1,7065,3431011,951951,68835,608531,43992,90.2694,7263.010041308,92324,111553,122079,247932,91,165667,328574,8079,6937.5738829,2412214,39,29.53,28.53,99.97,NA
2024-2025,Aug,27,RAJASTHAN,2708,DHOLPUR,1730411,233.386414883271,22,141,628.926691201,656,0,5818,718713,275272,83438,85092,22651,64.20193,2370.507125201,31668,38275,117337,238857,14,207386,413585,6474,1677.378504,441737,44,30.37,43.97,99.92,NA
2024-2025,Aug,27,RAJASTHAN,2717,BARMER,15440670,269.837009465003,46,918,11633.0575965761,33495,0,99507,13769991,2042513,179259,790619,70920,525.58149,49315.1710045761,293766,466726,582375,1110505,3287,682834,1297807,133002,37156.531918,7792024,91,76.19,9.05,99.94,NA
2024-2025,Aug,27,RAJASTHAN,2718,JALORE,4103317,205.731927969193,38,451,1787.299426864,2940,0,12527,4474641,1341651,117136,661706,58927,154.77973,11147.844355864,115145,129373,231760,456129,111,330892,648086,15467,9205.765199,3761509,59,30.92,49.11,99.97,NA
2024-2025,Aug,27,RAJASTHAN,2723,BUNDI,3152820,213.457599298653,29,362,478.605952548,2088,1,8652,2985111,596474,75326,795521,97266,81.00339,6931.55561954801,99639,118991,165527,378776,88,243333,555850,10740,6371.94627700001,2024696,45,37.71,18.63,99.98,NA
2024-2025,Aug,27,RAJASTHAN,2725,RAJSAMAND,6231741,202.857160929236,38,826,1268.955033964,1204,0,8906,4897053,946816,65410,754611,61448,142.78683,11345.764548964,126756,136696,199337,368540,161,249399,453085,10110,9934.022685,4206601,28,23.28,63.24,99.99,NA
2024-2025,Aug,27,RAJASTHAN,2728,BANSWARA,12534987,214.672061468503,35,2675,4454.890325967,5534,2,37595,9463676,362196,29549,7648028,625899,433.74861,25204.507295867,263668,386316,383577,767378,5020,426714,843481,43129,20315.8683599,5685759,53,52.14,26.61,99.97,NA
2024-2025,Aug,27,RAJASTHAN,2729,CHITTORGARH,3787310,212.782895057031,37,321,864.432140308,1073,0,8179,3739574,778361,68800,836886,68884,126.63652,8948.242480308,100053,121519,177548,343846,218,285444,535337,9252,7957.17382,2838713,42,27.6,54.22,99.89,NA
2024-2025,Sep,27,RAJASTHAN,2702,HANUMANGARH,4523968,205.012473417303,38,359,1944.993936548,3457,0,9500,5941553,2732987,175357,19384,1317,267.61716,14393.535861248,153224,168902,211285,440895,87,289563,598307,12957,12180.9247647,3999500,29,57.41,7.25,99.75,NA
2024-2025,Sep,27,RAJASTHAN,2706,ALWAR,2620350,227.480053448148,24,340,1378.205300569,1533,9,9315,1737759,608095,105412,253415,56827,123.13761,5454.398012569,71508,80195,196902,364693,62,323000,584252,10848,3953.055102,1337191,32,9.56,63.29,99.73,NA
2024-2025,Sep,27,RAJASTHAN,2708,DHOLPUR,1805683,233.989975159897,23,146,1788.639017074,997,0,5541,761269,291309,83471,87231,22659,69.49702,3639.429181074,32596,39545,117402,239003,14,207507,413825,6538,1781.293144,462543,44,31.58,43.38,99.72,NA
2024-2025,Sep,27,RAJASTHAN,2723,BUNDI,3359688,213.837393943957,30,365,863.13567932,2433,1,8389,3068307,615151,75367,813548,97324,94.49251,7518.81591632001,100419,120207,165592,378971,172,243617,556473,10822,6561.18772700001,2073726,46,37.87,19.04,99.95,NA
2024-2025,Sep,27,RAJASTHAN,2701,SRI GANGANAGAR,4440862,194.694554582223,32,590,1614.116911983,3270,0,13994,6141560,3583518,260108,16329,1510,116.61371,13688.013508383,187717,214875,261811,495993,137,321987,601372,17264,11957.2828864,4227228,42,67.3,3.58,99.39,NA
2024-2025,Sep,27,RAJASTHAN,2709,KARAULI,3803344,234.789121659434,27,225,3874.222085347,3028,3,9041,1090010,278993,75140,244579,80776,150.50552,6583.952510347,40111,54017,171858,311996,8,253025,454564,12069,2559.224905,641448,42,27.68,55.51,100.65,NA
2024-2025,Sep,27,RAJASTHAN,2710,SAWAI MADHOPUR,2461211,198.793571260404,24,183,735.449342689,3069,3,7021,1227519,297175,79815,274976,84604,126.18802,3301.866220689,49510,62578,164994,346727,30,265574,558241,10090,2440.228858,823368,71,33.41,46.46,99.87,NA
2024-2025,Sep,27,RAJASTHAN,2715,JODHPUR,7014504,207.316166641717,30,506,2958.122159555,1810,9,25444,6065564,1249088,163653,214742,31402,622.49572,16155.512649555,195906,229450,441503,911592,104,589626,1215847,27254,12574.89477,4499503,68,29.15,49.45,99.55,NA
2024-2025,Sep,27,RAJASTHAN,2719,SIROHI,4457530,201.483859575951,44,254,792.386457454,3022,0,6290,4013643,1023178,71432,1261736,95646,87.83873,8967.068013454,89318,100419,143461,290908,786,197082,392252,9312,8086.842826,3392198,46,29.67,55.78,99.88,NA
2024-2025,Sep,27,RAJASTHAN,2723,BUNDI,3359688,213.775771990495,30,365,754.862968948,2419,1,8399,3063153,614049,75363,812480,97312,94.49251,7397.63445194801,100264,120014,165583,378944,172,243604,556438,10818,6548.27897300001,2070464,45,37.89,18.98,99.92,NA
2024-2025,Sep,27,RAJASTHAN,2733,PRATAPGARH,7685587,207.304094789052,53,1291,3347.069542217,5679,1,35786,11387180,492230,22761,8854622,342247,88.94201,27042.101973217,211309,318359,252599,457860,18092,285582,511339,41465,23606.090421,6405807,73,42.86,28.44,98.78,NA
2024-2025,July,27,RAJASTHAN,2704,CHURU,2941802,197.281969939895,33,276,3782.177153082,1317,0,15550,4464522,1518371,158369,45291,4863,78.76037,12668.634473082,134942,165705,261006,519787,19,364864,716364,16867,8807.69695,2879281,58,49.37,37.81,99.9,NA
2024-2025,July,27,RAJASTHAN,2709,KARAULI,2942244,238.366963885771,25,200,2068.259068621,571,6,10753,948795,236220,75085,217823,80873,113.51598,4443.388883621,36839,49583,171707,311864,4,252790,454327,11324,2261.613835,556289,42,27.96,55.72,101.02,NA
2024-2025,July,27,RAJASTHAN,2711,DAUSA,1644609,206.819446228757,22,128,370.188112456,609,7,6674,891722,213726,49469,275726,71263,75.39152,2289.834134756,39697,44283,123231,229634,0,215502,386244,7283,1844.2545023,751194,53,16.55,66.15,99.92,NA
2024-2025,July,27,RAJASTHAN,2713,SIKAR,1782006,241.317706784243,28,107,915.122607819,972,2,9475,1273731,489558,82700,63707,10500,64.55395,4053.414997619,44485,48634,121009,224016,5,297178,533683,10447,3073.7384398,966673,56,33.7,47.73,99.96,NA
2024-2025,July,27,RAJASTHAN,2702,HANUMANGARH,2635651,213.622182474716,23,280,813.596666825,1946,0,9691,3098643,1422190,174003,9606,1313,186.79203,7619.777500525,129675,139935,209290,436753,4,288434,596011,11637,6619.3888037,2063230,29,50.3,8.76,99.84,NA
2024-2025,July,27,RAJASTHAN,2704,CHURU,2941802,196.177783588155,33,282,3782.177153082,1347,0,15662,4662157,1582985,158486,47625,4863,78.76037,13007.053793082,137942,169716,261283,520336,24,364915,716465,17009,9146.11627,3006173,58,49.68,37.33,99.86,NA
2024-2025,July,27,RAJASTHAN,2705,JHUNJHUNU,1443259,201.11612286109,28,99,467.04495982,204,3,6251,658630,356874,70091,16156,4695,85.89679,1877.55286982,23003,24642,84278,165290,1,192082,361493,6455,1324.61112,442592,48,27.02,60.64,99.99,NA
2024-2025,July,27,RAJASTHAN,2706,ALWAR,2010151,232.750731977338,21,289,652.4242336,1053,14,9191,1260968,448614,104858,188418,56568,86.72936,3674.0658436,59886,66522,195857,362569,3,322407,582997,10244,2934.91225,971451,33,7.9,61.45,100.07,NA
2024-2025,July,27,RAJASTHAN,2707,BHARATPUR,1972278,210.795181686741,23,467,511.012594822,414,0,6936,1496009,422197,106677,20935,8181,77.4666,3741.994084422,64317,76182,176876,384789,1,378227,794518,7350,3153.5148896,1023582,41,12.29,47.63,99.87,NA
2024-2025,July,27,RAJASTHAN,2708,DHOLPUR,1584549,236.621102101169,21,129,628.926691201,556,0,5674,637074,244203,83334,73810,22620,53.29063,2189.668841201,29448,35396,117164,238445,3,207284,413340,6230,1507.45152,401443,44,27.18,47.89,99.92,NA
2024-2025,July,27,RAJASTHAN,2709,KARAULI,2942244,237.832767851697,25,202,2068.259068621,639,6,10688,967317,240259,75096,221016,80880,113.51598,4482.371843621,37447,50392,171738,311923,4,252818,454384,11327,2300.596795,567016,42,28.16,55.82,100.99,NA
2024-2025,July,27,RAJASTHAN,2713,SIKAR,1782006,241.313118393466,28,107,915.122607819,976,2,9486,1278280,491818,82698,63949,10503,64.55395,4064.333887619,44609,48776,121034,224055,5,297085,533556,10462,3084.6573298,970071,56,33.81,47.46,99.96,NA
2024-2025,July,27,RAJASTHAN,2721,AJMER,9794965,192.567613560068,32,920,2492.15819819,2445,1,16507,9332726,1432191,114300,284179,23448,133.18633,20597.15226649,282847,307059,411551,732467,6,488767,867506,18952,17971.8077383,7634578,20,29.63,49.53,99.95,NA
2024-2025,July,27,RAJASTHAN,2725,RAJSAMAND,5590233,208.981671509842,34,778,1268.955033964,1065,0,8681,4143631,799790,65313,626758,61346,120.98641,10049.370768964,119403,128178,198966,367807,59,249175,452595,9746,8659.429325,3555800,29,22.68,63.79,99.95,NA
2024-2025,July,27,RAJASTHAN,2729,CHITTORGARH,3575262,213.679331557887,36,309,864.432140308,1000,0,7988,3543523,736551,68741,798756,68764,110.50579,8546.714190308,98361,118918,177272,343308,37,285311,535091,8988,7571.77626,2706598,44,26.05,55.89,99.93,NA
2024-2025,Aug,27,RAJASTHAN,2701,SRI GANGANAGAR,3721242,175.305612083852,25,540,990.147177736,2526,0,13796,4375724,2546842,258935,10738,1476,93.51282,8754.549739036,174073,195299,260429,493224,19,320987,599314,16322,7670.8897413,3010108,44,67.29,3.78,100.03,NA
2024-2025,Aug,27,RAJASTHAN,2702,HANUMANGARH,3859470,195.933563310248,26,306,813.596666825,2024,0,10001,3640090,1671952,174277,12047,1310,186.79203,8132.546741525,136156,147587,209753,437627,13,288662,596404,12025,7132.1580447,2434122,28,51.74,8.32,99.91,NA
2024-2025,Aug,27,RAJASTHAN,2703,BIKANER,4654143,253.948729653345,29,378,8019.78125702999,2645,0,24673,3147999,1146637,203938,28659,4364,139.44007,16153.52479703,107015,147976,297584,562324,8,408002,768676,27318,7994.30347,1666039,45,38.53,27.7,99.87,NA
2024-2025,Aug,27,RAJASTHAN,2704,CHURU,3145720,194.797918716453,35,287,3782.177153082,1847,0,15652,4927344,1663286,158567,50662,4867,78.76037,13459.301083082,140587,173587,261553,520885,25,365038,716747,17499,9598.36356,3169884,58,50.89,35.98,99.9,NA
2024-2025,Aug,27,RAJASTHAN,2710,SAWAI MADHOPUR,2238083,192.435652623075,23,173,448.589609021,1922,4,7992,1118992,269577,79768,251668,84547,95.78547,2697.714637021,47366,59340,164825,346341,27,265260,557626,9914,2153.339558,762333,71,31.52,49.78,99.93,NA
2024-2025,Aug,27,RAJASTHAN,2716,JAISALMER,2672931,235.840141417223,42,323,3797.911427354,2862,0,19639,4149141,711583,39880,259335,15526,103.53465,13686.786079354,97111,130673,145190,258212,51,164797,291793,22501,9785.340002,2769992,31,21.25,60.62,99.83,NA
2024-2025,Aug,27,RAJASTHAN,2717,BARMER,15440670,271.700951386656,44,894,11633.0575965761,33185,0,99306,12720170,1896342,179087,730268,70802,472.8547,46666.7352045761,283812,449965,581688,1109109,2132,682086,1296326,132491,34560.822908,7220321,91,75.88,9.28,99.97,NA
2024-2025,Aug,27,RAJASTHAN,2719,SIROHI,4295883,194.443034361019,37,222,470.44884195,2724,0,6036,3102149,808328,71217,996502,95404,57.15119,6559.51267795,83024,92443,143067,290027,304,196834,391650,8760,6031.912646,2619843,46,30.21,54.98,99.96,NA
2024-2025,Aug,27,RAJASTHAN,2721,AJMER,9998508,192.327762869964,33,922,2492.15819819,2489,1,16531,9457233,1449857,114306,287808,23441,133.18633,20814.22918649,283695,308213,411614,732595,7,488928,867821,19020,18188.8846583,7736486,20,29.44,49.49,99.96,NA
2024-2025,Aug,27,RAJASTHAN,2722,TONK,3026759,216.073720943175,34,365,709.848010335,1774,0,14776,2677383,552851,92191,575894,69698,244.31857,6739.287652335,77883,107919,194484,431689,394,295253,655772,16550,5785.121072,1642379,78,51.16,26.18,99.94,NA
2024-2025,Aug,27,RAJASTHAN,2726,UDAIPUR,8850019,206.141659215124,37,633,3976.834997908,12840,6,28892,8182869,274005,28995,6124533,553939,296.05791,21141.194835908,219457,261295,379748,779081,1560,564383,1142033,41732,16868.301928,5925254,61,22.51,40.62,99.9,NA
2024-2025,Aug,27,RAJASTHAN,2731,BARAN,2898091,209.716139094083,32,370,1046.700801619,1559,5,17750,3466632,762722,81853,958402,115942,141.35065,8458.13823861901,108057,150044,178802,403798,318,272561,606607,19309,7270.086787,2110878,72,10.99,59.95,99.97,NA
2024-2025,July,27,RAJASTHAN,2701,SRI GANGANAGAR,3287226,200.83028071719,19,438,993.552660235999,2049,0,13501,2845996,1672063,257784,6750,1465,93.51282,6802.687236236,143681,158957,259141,490671,2,320254,597803,15550,5715.621756,1957732,45,68.79,4.11,100.03,NA
2024-2025,July,27,RAJASTHAN,2705,JHUNJHUNU,1443259,205.650609222887,26,87,467.04495982,203,4,6068,534041,286243,69895,13195,4677,85.89679,1651.20031982,20384,21758,84073,164879,0,192024,361371,6271,1098.25857,356964,48,25.25,62.13,100,NA
2024-2025,July,27,RAJASTHAN,2709,KARAULI,2942244,241.266853922674,24,186,2068.259068621,542,10,10759,850351,206072,74991,194183,80752,113.51598,4233.390153621,34091,45968,171466,311433,4,252712,454233,11301,2051.615105,493014,41,29.14,54.81,101.15,NA
2024-2025,July,27,RAJASTHAN,2710,SAWAI MADHOPUR,2021073,199.774505849133,21,153,448.589609021,1664,5,8065,934583,223999,79610,211449,84258,95.78547,2411.433649021,42542,52739,164422,345386,1,265108,557238,9729,1867.05857,644768,71,29.65,52.3,99.93,NA
2024-2025,July,27,RAJASTHAN,2714,NAGAUR,7928295,230.828348909727,30,888,7801.51966450101,3862,2,23300,8981968,2683407,309079,19568,2499,335.20975,28869.657848501,291228,338281,514442,1107247,15,643556,1376469,27162,20732.928434,6633466,38,9.85,66.76,99.95,NA
2024-2025,July,27,RAJASTHAN,2716,JAISALMER,2179631,241.349442275524,38,289,3797.911427354,2604,0,19024,3464345,594303,39728,219929,15481,103.53465,12262.623413354,89581,119210,144675,257200,2,164121,290441,21628,8361.177336,2306503,31,20.85,60.35,99.81,NA
2024-2025,July,27,RAJASTHAN,2717,BARMER,15325449,280.705993248477,40,836,11606.3820665761,9995,1,101481,10887618,1613619,178750,621815,70681,472.8547,42641.4330145761,265852,419870,580586,1106955,651,680747,1293755,111476,30562.196248,6189784,91,75.98,9.66,99.98,NA
2024-2025,July,27,RAJASTHAN,2718,JALORE,3738594,212.618186744966,31,404,1778.426898764,1967,0,12524,3315827,995330,116639,479918,58695,140.35992,8968.838061764,103996,115720,230814,454167,5,330414,647001,14491,7050.051243,2776131,60,27.66,51.87,99.96,NA
2024-2025,July,27,RAJASTHAN,2719,SIROHI,4034881,202.291524091383,31,199,470.44884195,2386,0,5955,2478106,642364,71088,824126,95303,57.15119,5540.59842795,78237,86540,142873,289629,153,196706,391382,8341,5012.998396,2089912,47,30.35,54.72,99.99,NA
2024-2025,July,27,RAJASTHAN,2722,TONK,2763656,217.079059566463,32,335,702.481100335,1174,0,15173,2432963,501832,92035,523137,69494,244.31857,6228.252870335,74347,102595,194132,430845,187,295057,655331,16347,5281.4532,1496508,78,51.15,26.55,99.93,NA
2024-2025,July,27,RAJASTHAN,2723,BUNDI,3036162,214.447845661709,27,340,478.605952548,1648,1,8883,2590582,526892,75206,699260,97039,69.10517,6103.158411648,94688,111355,165096,377911,5,243078,555437,10531,5555.4472891,1781724,45,35.77,18.98,100,NA
2024-2025,July,27,RAJASTHAN,2725,RAJSAMAND,5590233,209.583007533522,31,742,1268.955033964,1004,0,8536,3584512,689824,65239,541147,61263,120.98641,8902.469498964,113433,121266,198722,367333,31,248993,452266,9540,7512.528055,3074120,29,22.42,63.83,99.99,NA
2024-2025,July,27,RAJASTHAN,2727,DUNGARPUR,9067467,217.108480913631,44,5018,4722.644908691,2826,0,30183,14001982,369211,20776,10419453,521932,228.11155,35350.246876691,312877,407085,362647,719940,3385,406744,798561,33009,30399.490418,10065233,30,12.62,55.5,99.99,NA
2024-2025,July,27,RAJASTHAN,2731,BARAN,2765828,208.14455603493,30,355,1046.700801619,1123,5,17335,3217618,719643,81796,870191,115448,141.35065,7885.348152619,104916,144568,178396,402945,38,272230,605999,18458,6697.296701,1983514,71,10.57,61.79,99.96,NA
2024-2025,Aug,27,RAJASTHAN,2710,SAWAI MADHOPUR,2238083,196.69884229997,23,177,448.589609021,1962,4,7972,1150989,278100,79775,258456,84566,95.78547,2808.357117021,48129,60436,164867,346438,27,265282,557662,9934,2263.982038,779838,71,31.55,49.44,99.86,NA
2024-2025,Aug,27,RAJASTHAN,2715,JODHPUR,6733084,203.406911581148,27,479,1908.692656491,1185,9,25441,5032886,1043397,163306,177433,31340,570.34636,12716.276992491,180713,208596,440559,909594,54,588669,1213908,26626,10237.237976,3785779,68,26.81,52.39,99.8,NA
2024-2025,Aug,27,RAJASTHAN,2720,PALI,5877674,182.317840899874,31,387,1083.48824975,2470,2,9895,4536992,1054120,138241,544887,56688,187.53791,9542.77201595,144638,155380,275049,602127,31,401420,864416,12365,8271.7458562,3832067,35,13.49,48,99.93,NA
2024-2025,Aug,27,RAJASTHAN,2732,JHALAWAR,6028981,229.735950232463,33,597,4691.68319751,6276,0,22586,6974667,1524414,125125,1127327,88168,205.90424,20920.90494551,207095,289299,313250,579975,8,358933,654837,28862,16023.317508,3954893,47,36.89,40.87,99.94,NA
2024-2025,Aug,27,RAJASTHAN,2718,JALORE,4103317,207.575724883331,37,440,1786.932086864,2770,0,12520,4293553,1286487,117039,631713,58874,154.77973,10854.085579864,113277,127003,231576,455749,53,330797,647857,15290,8912.373763,3610225,59,30.38,49.47,99.95,NA
2024-2025,Aug,27,RAJASTHAN,2720,PALI,5877674,182.434894334305,31,392,1083.48824975,2611,2,9783,4646967,1079626,138271,560184,56702,203.99189,9765.16947595,145434,156413,275124,602304,38,401461,864513,12394,8477.6893362,3923273,35,13.94,47.8,99.94,NA
2024-2025,Aug,27,RAJASTHAN,2723,BUNDI,3152820,214.151101247182,29,356,478.605952548,2003,1,8697,2930768,586245,75331,782329,97252,81.00339,6835.88128954801,99164,118196,165486,378717,66,243301,555824,10700,6276.27194700001,1993946,45,37.42,18.67,99.97,NA
2024-2025,Aug,27,RAJASTHAN,2724,BHILWARA,9319512,207.006510063183,32,1020,5788.149478011,2694,1,33665,11114823,2005900,149936,1396830,92625,342.06425,29138.620920011,346376,393103,476371,847875,41,530486,934958,36359,23008.407192,8738623,39,28.93,38.5,99.96,NA
2024-2025,Aug,27,RAJASTHAN,2732,JHALAWAR,6028981,229.795318677749,34,602,4691.68319751,6311,0,22555,7105642,1545854,125162,1160597,88209,224.51357,21244.62944551,208041,290955,313374,580227,9,359035,655033,28866,16328.432678,4020032,47,37.26,40.6,99.96,NA
2024-2025,Aug,27,RAJASTHAN,2702,HANUMANGARH,3859470,208.579504231997,28,315,813.792626825,2034,0,10098,4054941,1861477,174472,13260,1310,226.5208,9498.089261525,140402,152781,210063,438282,16,288799,596659,12132,8457.7758347,2717476,28,53.51,8.19,99.83,NA
2024-2025,Aug,27,RAJASTHAN,2705,JHUNJHUNU,1740328,196.616856512245,30,109,467.04495982,282,3,6344,766149,416715,70194,18512,4705,110.64732,2084.07035982,24774,26600,84424,165570,2,192146,361617,6626,1506.37808,516289,48,27.83,60.28,99.97,NA
2024-2025,Aug,27,RAJASTHAN,2708,DHOLPUR,1730411,236.62442756556,22,138,628.926691201,592,0,5743,685406,260645,83408,81756,22640,64.20193,2314.966645201,30570,36875,117277,238720,7,207349,413510,6335,1621.838024,424853,44,28.45,45.38,99.93,NA
2024-2025,Aug,27,RAJASTHAN,2709,KARAULI,3436163,236.276993312161,26,211,2068.259068621,804,5,10627,1035312,261515,75172,237268,80892,132.08282,4646.545953621,38861,52283,171846,312119,4,252894,454520,11431,2446.204065,607245,41,27.61,56.4,100.87,NA
2024-2025,Aug,27,RAJASTHAN,2713,SIKAR,2177255,236.883487699334,30,118,915.470926519,1002,2,9769,1458417,565013,82890,74248,10544,76.52074,4446.740721319,47765,52403,121379,224739,12,295847,531525,10771,3454.7490548,1107815,57,33.58,47.9,99.9,NA
